"UIUC On-Campus Student Enrollment by Curriculum, Sex, Race/Ethnicity, and Residency",,,,,,,,,,,,,,,,,,,,,,,,,
SPRING 2012,,,,,,,,"PUBLICATION DATE:  FEBRUARY 6, 2012",,,,,,,,,,* This section uses the new Federal IPEDS guidelines for reporting racial and ethnic data. ,,,,,,,
Division of Management Information,,,,,,*** This report is derived from the Registration Census 10-day student statistics.  Any Codebook changes made after ,,,,,,,,,,,,"   For more information on these guidelines, see  ",,,,http://www.vpaa.uillinois.edu/RaceEthnicity/index.cfm,,,
,,,,,,the tenth day of class will not be reflected.  Students obtaining a second bachelor's degree are no longer counted separately.,,,,,,,,,,,,,,,All students including multiracial and Hispanic,,,,
Term/Year Code,Coll,Dept,Degree,Major code,Major Name,Conc code,Concentration Name (if any),Total,By Gender,,,By Self-reported Race/Ethnicity (NEW*),,,,,,,,,,,By Residency,,Academic Program Code
,,,,,,,,,Men,Women,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown,All   African American,All    Native American,Illinois,Non-Illinois,
,,,,,,,,,,,,,,,,,,,,,,,,,
120121 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,0057 ,Fish and Wildlife Conservation ,23,14,9,0,18,1,0,2,0,0,0,2,0,0,0,20,3,10KL0057BS
120121 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,3870 ,Forest Science ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10KL3870BS
120121 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,3871 ,Human Dimensions ,4,0,4,0,2,0,1,1,0,0,0,0,0,1,0,4,0,10KL3871BS
120121 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,3872 ,Resource Ecology ,4,3,1,0,4,0,0,0,0,0,0,0,0,0,0,4,0,10KL3872BS
120121 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,3873 ,Soil and Water Science ,3,2,1,0,2,1,0,0,0,0,0,0,0,0,0,2,1,10KL3873BS
120121 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,5239 ,Humn Dimnsns of the Environmnt ,58,28,30,0,46,2,1,2,0,0,2,5,0,1,1,51,7,10KL0051BS
120121 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,5240 ,Resrce Cons & Restoration Ecol ,79,43,36,0,58,3,0,3,0,0,4,11,0,1,0,66,13,10KL0051BS
120121 ,KL ,875 ,BS ,0051 ,Natural Resrcs & Environ Sci ,5241 ,Globl Chg & Landscape Dynamics ,21,14,7,0,14,2,1,0,0,0,1,3,0,1,0,18,3,10KL0051BS
120121 ,KL ,875 ,MS ,0190 ,Natural Res & Env Sciences ,  ,  ,42,27,15,0,36,1,0,0,1,0,0,4,0,0,1,12,30,10KS0190MS
120121 ,KL ,875 ,MS ,0190 ,Natural Res & Env Sciences ,  ,  ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,10KS0190MSU
120121 ,KL ,875 ,PHD ,0190 ,Natural Res & Env Sciences ,  ,  ,25,18,7,0,14,0,0,1,0,0,0,10,0,0,0,8,17,10KS0190PHD
120121 ,KL ,971 ,MS ,0191 ,Nutritional Sciences ,  ,  ,19,6,13,0,11,3,2,0,0,0,0,3,0,2,0,10,9,10KS0191MS
120121 ,KL ,971 ,PHD ,0191 ,Nutritional Sciences ,  ,  ,26,6,20,0,15,4,0,1,0,0,0,6,0,0,0,9,17,10KS0191PHD
120121 ,KL ,  ,  ,  ,"Agr, Cons, Env Sci ",  ,***College total*** ,2889,1311,1577,1,1976,207,125,148,5,1,45,370,12,136,21,2316,573, 
 ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,,,,,
120121 ,KM ,  ,  ,  ,Business ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120121 ,KM ,230 ,MBA ,9875 ,Business Administration (MBA) ,  ,  ,213,155,58,0,81,20,9,7,0,1,3,88,4,9,2,85,128,10KS9875MBA
120121 ,KM ,230 ,MBA ,9875 ,Business Administration (MBA) ,4064 ,MBA ,139,99,40,0,88,14,14,4,0,0,2,8,9,15,1,135,4,10KS4064MBA
120121 ,KM ,260 ,BS ,0075 ,Finance ,  ,  ,520,366,154,0,308,85,8,20,0,1,7,91,0,8,1,392,128,10KM0075BS
120121 ,KM ,260 ,MS ,0075 ,Finance ,  ,  ,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,10KS0075MS
120121 ,KM ,260 ,MS ,0075 ,Finance ,  ,  ,137,71,66,0,10,2,0,0,0,0,1,124,0,1,0,7,130,10KS0075MSK
120121 ,KM ,260 ,NDEG ,0075 ,Finance ,  ,  ,15,11,4,0,0,0,0,0,0,0,0,15,0,0,0,0,15,10KS0075NDEG
120121 ,KM ,260 ,PHD ,0075 ,Finance ,  ,  ,24,14,10,0,0,2,0,0,0,0,0,22,0,0,0,1,23,10KS0075PHD
120121 ,KM ,346 ,BS ,0071 ,Accountancy ,  ,  ,958,521,437,0,475,176,37,62,2,2,6,197,1,39,3,705,253,10KM0071BS
120121 ,KM ,346 ,MAS ,0071 ,Accountancy ,  ,  ,192,105,87,0,106,35,3,9,0,0,2,37,0,4,1,150,42,10KS0071MAS
120121 ,KM ,346 ,MAS ,0071 ,Accountancy ,5101 ,Taxation ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10KS0071MAS
120121 ,KM ,346 ,MS ,0071 ,Accountancy ,  ,  ,146,33,113,0,2,6,0,0,0,0,0,138,0,0,0,4,142,10KS0071MSK
120121 ,KM ,346 ,MS ,5187 ,Taxation ,  ,  ,22,6,16,0,12,2,1,2,0,0,0,4,1,1,0,14,8,10KS5187MSK2
