"UIUC On-Campus Student Enrollment by Curriculum, Sex, Race/Ethnicity, and Residency",,,,,,,,,,,,,,,,,,,,,
SUMMER 2009,,,,,,,,"REVISED:  September 23, 2009",,,,,,,,,,,,,
Division of Management Information,,,,,,*** This report is derived from the Registration Census 10-day student statistics.  Any Codebook changes made after ,,,,,,,,,,,,,,,
Revised to include academic program codes (on far right),,,,,,the tenth day of class will not be reflected.  Students obtaining a second bachelor's degree are no longer counted separately.,,,,,,,,,,,,,,,
Term/Year Code,Coll,Dept,Degree,Major code,Major Name,Conc code,Concentration Name (if any),Total,By Gender,,,By Self-reported Race/Ethnicity,,,,,,,By Residency,,Academic Program Code
,,,,,,,,,Men,Women,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,International,Unknown,Illinois,Non-Illinois,
,,,,,,,,,,,,,,,,,,,,,
120095 ,KV ,383 ,BSLAS ,0438 ,Integrative Biology ,5028 ,Honors Integrative Biology ,9,6,3,0,4,1,1,1,1,1,0,8,1,10KV5028BSLA
120095 ,KV ,383 ,MS ,0314 ,Biology ,  ,  ,8,2,6,0,3,2,1,0,0,2,0,4,4,10KS0314MS
120095 ,KV ,383 ,MS ,5107 ,"Ecol, Evol, Conservation Biol ",  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KS5107MS
120095 ,KV ,383 ,PHD ,0314 ,Biology ,0315 ,"Ecology, Ethology, Evolution ",3,1,2,0,1,0,0,0,0,1,1,1,2,10KS0315PHD
120095 ,KV ,383 ,PHD ,0314 ,Biology ,0316 ,Ecology & Evolutionary Biology ,4,0,4,0,3,0,0,0,0,1,0,1,3,10KS0316PHD
120095 ,KV ,383 ,PHD ,0314 ,Biology ,0317 ,Physiol & Molec Plant Biology ,3,0,3,0,1,0,0,0,0,2,0,1,2,10KS0317PHD
120095 ,KV ,383 ,PHD ,5107 ,"Ecol, Evol, Conservation Biol ",  ,  ,6,2,4,0,5,1,0,0,0,0,0,3,3,10KS5107PHD
120095 ,KV ,397 ,NONE ,0314 ,Biology ,  ,  ,55,27,28,0,19,16,9,8,0,1,2,51,4,10KV0314NONE
120095 ,KV ,405 ,BALAS ,0074 ,Economics ,  ,  ,105,85,19,1,49,28,3,3,0,19,3,78,27,10KV0074BALA
120095 ,KV ,405 ,BALAS ,0074 ,Economics ,  ,  ,10,7,3,0,6,1,0,1,0,2,0,8,2,10KV8037BALA
120095 ,KV ,405 ,MS ,0074 ,Economics ,3925 ,Policy Economics ,29,18,11,0,0,1,0,0,0,27,1,1,28,10KS3925MS
120095 ,KV ,405 ,PHD ,0074 ,Economics ,  ,  ,27,18,9,0,6,2,1,0,0,17,1,5,22,10KS0074PHD
120095 ,KV ,413 ,BS ,0335 ,Chemistry ,  ,  ,26,17,9,0,16,5,1,1,0,2,1,24,2,10KV0335BS
120095 ,KV ,413 ,BSLAS ,0335 ,Chemistry ,  ,  ,45,19,26,0,18,14,4,2,0,7,0,38,7,10KV0335BSLA
120095 ,KV ,413 ,BSLAS ,0335 ,Chemistry ,  ,  ,3,2,1,0,2,1,0,0,0,0,0,3,0,10KV8037BSLA
120095 ,KV ,413 ,BSLAS ,0335 ,Chemistry ,3918 ,Chemistry Teaching Option ,3,1,2,0,2,0,0,1,0,0,0,3,0,10KV3918BSLA
120095 ,KV ,413 ,MS ,0335 ,Chemistry ,  ,  ,3,2,1,0,1,0,0,1,0,1,0,0,3,10KS0335MS
120095 ,KV ,413 ,PHD ,0335 ,Chemistry ,  ,  ,239,168,71,0,162,12,7,5,2,49,2,24,215,10KS0335PHD
120095 ,KV ,413 ,PHD ,0337 ,Chemical Physics ,  ,  ,7,6,1,0,6,1,0,0,0,0,0,1,6,10KS0337PHD
120095 ,KV ,415 ,BSLAS ,0433 ,Molecular and Cellular Biology ,  ,  ,192,100,90,2,111,56,12,3,0,7,3,178,14,10KV0433BSLA
120095 ,KV ,415 ,BSLAS ,0433 ,Molecular and Cellular Biology ,  ,  ,14,7,7,0,8,5,0,0,0,1,0,12,2,10KV8037BSLA
120095 ,KV ,415 ,BSLAS ,0433 ,Molecular and Cellular Biology ,5121 ,Honors ,27,12,15,0,8,14,2,0,0,3,0,25,2,10KV0433BSLA
120095 ,KV ,415 ,NONE ,3854 ,Molecular&Cell Bio-undeclared ,  ,  ,2,2,0,0,0,0,1,0,0,1,0,1,1,10KS3854NONE
120095 ,KV ,415 ,PHD ,0319 ,Biophysics & Computnl Biology ,  ,  ,54,41,13,0,11,3,0,2,0,38,0,2,52,10KS0319PHD
120095 ,KV ,415 ,PHD ,0323 ,Neuroscience ,  ,  ,36,13,23,0,18,5,1,4,0,8,0,8,28,10KS0323PHD
120095 ,KV ,430 ,BSLAS ,0333 ,Astronomy ,  ,  ,5,3,2,0,3,1,0,0,0,0,1,4,1,10KV0333BSLA
120095 ,KV ,430 ,MS ,0333 ,Astronomy ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KS0333MS
120095 ,KV ,430 ,PHD ,0333 ,Astronomy ,  ,  ,20,13,7,0,8,1,0,0,0,11,0,2,18,10KS0333PHD
120095 ,KV ,438 ,BS ,0318 ,Biochemistry ,  ,  ,13,9,4,0,5,6,0,0,0,2,0,11,2,10KV0318BS
120095 ,KV ,438 ,PHD ,0318 ,Biochemistry ,  ,  ,65,35,30,0,22,10,0,4,0,29,0,13,52,10KS0318PHD
120095 ,KV ,451 ,BALAS ,0342 ,History ,  ,  ,62,49,13,0,45,3,7,3,0,0,4,62,0,10KV0342BALA
120095 ,KV ,451 ,BALAS ,0342 ,History ,3917 ,Teaching of Social Studies ,23,16,7,0,20,1,1,1,0,0,0,23,0,10KV3917BALA
120095 ,KV ,451 ,PHD ,0342 ,History ,  ,  ,43,23,20,0,26,3,7,2,0,4,1,6,37,10KS0342PHD
120095 ,KV ,461 ,MA ,0283 ,  ,  ,  ,3,0,3,0,1,0,1,1,0,0,0,1,2,10KS0283MA
120095 ,KV ,489 ,BALAS ,0313 ,Speech Communication ,  ,  ,159,77,82,0,76,14,44,17,0,2,6,138,21,10KV0313BALA
120095 ,KV ,489 ,BALAS ,0313 ,Speech Communication ,  ,  ,4,2,2,0,3,0,1,0,0,0,0,4,0,10KV8037BALA
120095 ,KV ,489 ,BALAS ,5164 ,Communication ,  ,  ,53,21,32,0,27,6,15,4,0,1,0,50,3,10KV5164BALA
120095 ,KV ,489 ,MA ,0313 ,Speech Communication ,  ,  ,4,2,2,0,2,1,1,0,0,0,0,2,2,10KS0313MA
120095 ,KV ,489 ,MA ,5164 ,Communication ,  ,  ,3,1,2,0,2,0,0,0,0,0,1,2,1,10KS5164MA
120095 ,KV ,489 ,PHD ,0313 ,Speech Communication ,  ,  ,12,7,5,0,10,1,0,1,0,0,0,3,9,10KS0313PHD
120095 ,KV ,489 ,PHD ,5164 ,Communication ,  ,  ,20,5,15,0,14,2,2,1,0,0,1,8,12,10KS5164PHD
120095 ,KV ,490 ,BALAS ,0443 ,Religious Studies ,  ,  ,6,4,2,0,4,1,0,1,0,0,0,6,0,10KV0443BALA
120095 ,KV ,490 ,BALAS ,0443 ,Religious Studies ,3900 ,Islam ,1,1,0,0,0,1,0,0,0,0,0,1,0,10KV3900BALA
120095 ,KV ,490 ,BALAS ,0443 ,Religious Studies ,3902 ,Philosophy of Religion ,2,1,1,0,2,0,0,0,0,0,0,2,0,10KV3902BALA
120095 ,KV ,490 ,BALAS ,0443 ,Religious Studies ,3903 ,Religion and Culture ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KV3903BALA
120095 ,KV ,490 ,BALAS ,5197 ,  ,5199 ,Religion in America ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KV5197BALA
120095 ,KV ,499 ,BALAS ,0311 ,English ,  ,  ,101,32,69,0,63,10,13,13,1,0,1,99,2,10KV0311BALA
120095 ,KV ,499 ,BALAS ,0311 ,English ,  ,  ,3,2,1,0,3,0,0,0,0,0,0,3,0,10KV8037BALA
120095 ,KV ,499 ,BALAS ,0311 ,English ,3916 ,English Teaching Option ,5,2,3,0,2,1,0,2,0,0,0,5,0,10KV3916BALA
120095 ,KV ,499 ,BALAS ,0311 ,English ,3916 ,English Teaching Option ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KV8037BALA
120095 ,KV ,499 ,BALAS ,0420 ,Rhetoric ,3892 ,Creative Writing ,23,14,9,0,8,0,12,1,0,1,1,22,1,10KV3892BALA
120095 ,KV ,499 ,BALAS ,0420 ,Rhetoric ,3892 ,Creative Writing ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KV8037BALA
120095 ,KV ,499 ,MA ,0311 ,English ,  ,  ,5,4,1,0,5,0,0,0,0,0,0,3,2,10KS0311MA
120095 ,KV ,499 ,PHD ,0311 ,English ,  ,  ,28,10,18,0,22,0,2,4,0,0,0,6,22,10KS0311PHD
120095 ,KV ,514 ,BALAS ,0308 ,Classics ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KV0308BALA
120095 ,KV ,514 ,BALAS ,0308 ,Classics ,0310 ,Latin ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KV0310BALA
120095 ,KV ,514 ,BALAS ,0308 ,Classics ,3878 ,Classical Civilization ,4,3,1,0,4,0,0,0,0,0,0,3,1,10KV3878BALA
120095 ,KV ,514 ,MA ,0308 ,Classics ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,1,10KS0308MA
120095 ,KV ,514 ,PHD ,0347 ,Classical Philology ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,1,10KS0347PHD
120095 ,KV ,553 ,BALAS ,0287 ,Russian & E European Studies ,  ,  ,2,1,1,0,1,0,0,0,0,0,1,1,1,10KV0287BALA
120095 ,KV ,553 ,BALAS ,4097 ,"Russian, E Eur, Eurasian St ",  ,  ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KV4097BALA
120095 ,KV ,553 ,MA ,4097 ,"Russian, E Eur, Eurasian St ",  ,  ,5,5,0,0,5,0,0,0,0,0,0,0,5,10KS4097MA
120095 ,KV ,580 ,BALAS ,0075 ,Finance ,  ,  ,1,1,0,0,0,0,0,0,0,1,0,0,1,10KV0075BALA
120095 ,KV ,580 ,BALAS ,0150 ,History of Art ,  ,  ,6,1,5,0,4,1,0,1,0,0,0,6,0,10KV0150BALA
120095 ,KV ,580 ,BALAS ,0401 ,International Studies ,  ,  ,83,34,49,0,45,9,4,10,0,10,5,71,12,10KV0401BALA
120095 ,KV ,580 ,BALAS ,0401 ,International Studies ,  ,  ,3,0,3,0,1,1,0,1,0,0,0,3,0,10KV8037BALA
120095 ,KV ,580 ,BALAS ,0463 ,Individual Plans of Study ,  ,  ,2,1,1,0,1,0,0,1,0,0,0,2,0,10KV0463BALA
120095 ,KV ,580 ,BALAS ,3865 ,Interdisciplinary ,3869 ,Cinema Studies ,3,3,0,0,0,3,0,0,0,0,0,3,0,10KV3869BALA
120095 ,KV ,580 ,BALAS ,3865 ,Interdisciplinary ,4029 ,Gender and Women's Studies ,9,1,8,0,7,0,2,0,0,0,0,9,0,10KV4029BALA
120095 ,KV ,580 ,BS ,0240 ,Physics ,  ,  ,9,8,1,0,3,0,1,1,0,1,3,7,2,10KV0240BS
120095 ,KV ,580 ,BSLAS ,0240 ,Physics ,  ,  ,11,8,2,1,4,3,0,1,0,2,1,7,4,10KV0240BSLA
120095 ,KV ,580 ,NDEG ,0067 ,Nondegree ,  ,  ,24,11,13,0,18,3,1,0,1,0,1,24,0,10KV0067NDEG
120095 ,KV ,580 ,NONE ,0390 ,General Curriculum ,  ,  ,203,114,89,0,49,27,86,24,0,13,4,171,32,10KV0390NONE
120095 ,KV ,583 ,BSLAS ,0329 ,Statistics ,  ,  ,24,18,6,0,3,12,6,0,0,2,1,18,6,10KV0329BSLA
120095 ,KV ,583 ,BSLAS ,0464 ,Statistics & Computer Science ,  ,  ,3,3,0,0,2,0,0,0,0,1,0,2,1,10KV0464BSLA
120095 ,KV ,583 ,MS ,0329 ,Statistics ,  ,  ,6,0,6,0,0,0,0,0,0,5,1,1,5,10KS0329MS
120095 ,KV ,583 ,MS ,0329 ,Statistics ,0331 ,Applied ,1,1,0,0,0,0,0,0,0,1,0,0,1,10KS0331MS
120095 ,KV ,583 ,PHD ,0329 ,Statistics ,  ,  ,7,4,3,0,0,2,0,0,0,5,0,0,7,10KS0329PHD
120095 ,KV ,584 ,PHD ,0321 ,Cell and Structural Biology ,  ,  ,3,3,0,0,1,0,0,0,0,2,0,0,3,10KS0321PHD
120095 ,KV ,584 ,PHD ,4094 ,Cell and Developmental Biology ,  ,  ,46,20,26,0,16,4,0,1,0,25,0,8,38,10KS4094PHD
120095 ,KV ,585 ,BA ,0297 ,Teaching of Spanish ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KV0297BA
120095 ,KV ,585 ,BALAS ,0305 ,Italian ,  ,  ,2,1,1,0,1,0,0,1,0,0,0,2,0,10KV0305BALA
120095 ,KV ,585 ,BALAS ,0307 ,Spanish ,  ,  ,38,17,21,0,22,3,2,9,0,0,2,37,1,10KV0307BALA
120095 ,KV ,585 ,BALAS ,0307 ,Spanish ,  ,  ,11,4,7,0,8,1,1,1,0,0,0,11,0,10KV8037BALA
120095 ,KV ,585 ,MA ,0307 ,Spanish ,  ,  ,4,2,2,0,2,0,0,2,0,0,0,3,1,10KS0307MA
120095 ,KV ,585 ,MA ,0307 ,Spanish ,5122 ,Spanish Linguistics ,2,0,2,0,2,0,0,0,0,0,0,0,2,10KS0307MA
120095 ,KV ,585 ,PHD ,0307 ,Spanish ,  ,  ,8,2,6,0,2,0,0,2,0,4,0,0,8,10KS0307PHD
120095 ,KV ,604 ,PHD ,0325 ,Molecular & Integrative Physi ,  ,  ,30,11,19,0,11,2,1,3,0,13,0,7,23,10KS0325PHD
120095 ,KV ,655 ,BS ,0336 ,Geology ,  ,  ,5,4,1,0,5,0,0,0,0,0,0,5,0,10KV0336BS
120095 ,KV ,655 ,BS ,0336 ,Geology ,3880 ,Geophysics ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KV3880BS
120095 ,KV ,655 ,BS ,0336 ,Geology ,3881 ,Environmental Geology ,1,0,1,0,0,1,0,0,0,0,0,1,0,10KV3881BS
120095 ,KV ,655 ,BSLAS ,0336 ,Geology ,  ,  ,2,2,0,0,1,0,0,0,0,1,0,1,1,10KV0336BSLA
120095 ,KV ,655 ,BSLAS ,0336 ,Geology ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KV8037BSLA
120095 ,KV ,655 ,BSLAS ,0336 ,Geology ,3882 ,Earth & Environmental Sciences ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KV3882BSLA
120095 ,KV ,655 ,MS ,0336 ,Geology ,  ,  ,2,0,2,0,1,0,0,0,0,1,0,0,2,10KS0336MS
120095 ,KV ,655 ,MS ,0346 ,Teaching of Earth Science ,  ,  ,1,0,1,0,0,1,0,0,0,0,0,1,0,10KS0346MS
120095 ,KV ,655 ,PHD ,0336 ,Geology ,  ,  ,1,0,1,0,0,0,0,0,0,1,0,0,1,10KS0336PHD
120095 ,KV ,687 ,BS ,0300 ,Chemical Engineering ,  ,  ,66,41,25,0,19,16,6,5,0,19,1,43,23,10KV0300BS
120095 ,KV ,687 ,BS ,0300 ,Chemical Engineering ,5029 ,Biomolecular Engineering ,3,2,1,0,2,0,0,1,0,0,0,3,0,10KV5029BS
120095 ,KV ,687 ,MS ,0300 ,Chemical Engineering ,  ,  ,6,4,2,0,0,1,0,0,0,5,0,0,6,10KS0300MS
120095 ,KV ,687 ,PHD ,0300 ,Chemical Engineering ,  ,  ,84,52,32,0,33,3,3,3,0,40,2,3,81,10KS0300PHD
120095 ,KV ,710 ,BALAS ,0343 ,Political Science ,  ,  ,191,128,63,0,116,16,20,29,1,7,2,178,13,10KV0343BALA
120095 ,KV ,710 ,BALAS ,0343 ,Political Science ,  ,  ,18,11,7,0,9,2,4,3,0,0,0,16,2,10KV8037BALA
120095 ,KV ,710 ,MA ,0343 ,Political Science ,5120 ,Civic Leadership ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KS0343MA
120095 ,KV ,710 ,PHD ,0343 ,Political Science ,  ,  ,15,10,5,0,9,1,1,0,0,4,0,4,11,10KS0343PHD
120095 ,KV ,715 ,BALAS ,0332 ,Philosophy ,  ,  ,19,15,4,0,12,1,5,0,1,0,0,18,1,10KV0332BALA
120095 ,KV ,715 ,BALAS ,0332 ,Philosophy ,  ,  ,5,5,0,0,5,0,0,0,0,0,0,5,0,10KV8037BALA
120095 ,KV ,715 ,PHD ,0332 ,Philosophy ,  ,  ,7,4,3,0,6,0,0,0,0,1,0,2,5,10KS0332PHD
120095 ,KV ,729 ,BALAS ,0286 ,Latin American Studies ,  ,  ,2,2,0,0,0,0,0,2,0,0,0,2,0,10KV0286BALA
120095 ,KV ,729 ,MA ,0286 ,Latin American Studies ,  ,  ,2,0,2,0,1,0,0,1,0,0,0,2,0,10KS0286MA
120095 ,KV ,748 ,MA ,0299 ,Teaching of English Sec Lang ,  ,  ,5,2,3,0,1,0,0,0,0,4,0,0,5,10KS0299MA
120095 ,KV ,771 ,BALAS ,1120 ,Comparative Literature ,  ,  ,1,0,1,0,0,1,0,0,0,0,0,1,0,10KV1120BALA
120095 ,KV ,771 ,BALAS ,1120 ,Comparative Literature ,3905 ,World Literature ,2,2,0,0,1,1,0,0,0,0,0,2,0,10KV3905BALA
120095 ,KV ,771 ,MA ,1120 ,Comparative Literature ,  ,  ,3,1,2,0,1,2,0,0,0,0,0,1,2,10KS1120MA
120095 ,KV ,771 ,PHD ,1120 ,Comparative Literature ,  ,  ,7,2,5,0,4,0,0,0,0,3,0,1,6,10KS1120PHD
120095 ,KV ,864 ,BALAS ,0301 ,Linguistics ,  ,  ,7,2,5,0,5,1,0,0,0,0,1,6,1,10KV0301BALA
120095 ,KV ,864 ,BALAS ,0301 ,Linguistics ,  ,  ,1,0,1,0,0,0,0,0,0,0,1,1,0,10KV8037BALA
120095 ,KV ,864 ,BALAS ,0301 ,Linguistics ,3874 ,Hebrew Language & Linguistics ,2,1,1,0,0,2,0,0,0,0,0,2,0,10KV3874BALA
120095 ,KV ,864 ,MA ,0301 ,Linguistics ,  ,  ,3,2,1,0,3,0,0,0,0,0,0,2,1,10KS0301MA
120095 ,KV ,864 ,PHD ,0301 ,Linguistics ,  ,  ,16,5,11,0,6,1,1,1,0,7,0,3,13,10KS0301PHD
120095 ,KV ,872 ,BALAS ,0341 ,Geography ,  ,  ,5,5,0,0,3,1,0,0,0,0,1,4,1,10KV0341BALA
120095 ,KV ,872 ,MA ,0341 ,Geography ,  ,  ,2,1,1,0,2,0,0,0,0,0,0,0,2,10KS0341MA
120095 ,KV ,872 ,MS ,0341 ,Geography ,  ,  ,2,2,0,0,1,0,0,0,0,1,0,1,1,10KS0341MS
120095 ,KV ,872 ,PHD ,0341 ,Geography ,  ,  ,6,2,4,0,2,0,2,1,0,1,0,3,3,10KS0341PHD
120095 ,KV ,927 ,BALAS ,0412 ,Germanic Lang & Lit ,  ,  ,2,1,1,0,2,0,0,0,0,0,0,2,0,10KV0412BALA
120095 ,KV ,927 ,BALAS ,0412 ,Germanic Lang & Lit ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KV8037BALA
120095 ,KV ,927 ,BALAS ,0412 ,Germanic Lang & Lit ,3887 ,German and Commercial Studies ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KV3887BALA
120095 ,KV ,927 ,BALAS ,0412 ,Germanic Lang & Lit ,3888 ,Language and Literature ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KV3888BALA
120095 ,KV ,927 ,BALAS ,0412 ,Germanic Lang & Lit ,3889 ,Language Studies ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KV3889BALA
120095 ,KV ,927 ,BALAS ,0412 ,Germanic Lang & Lit ,3890 ,Modern German Studies ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KV3890BALA
120095 ,KV ,927 ,MA ,0303 ,German ,  ,  ,4,1,3,0,4,0,0,0,0,0,0,4,0,10KS0303MA
120095 ,KV ,927 ,PHD ,0303 ,German ,  ,  ,5,2,3,0,3,0,0,0,0,2,0,1,4,10KS0303PHD
120095 ,KV ,948 ,MS ,0322 ,Microbiology ,  ,  ,3,1,2,0,2,1,0,0,0,0,0,3,0,10KS0322MS
120095 ,KV ,948 ,PHD ,0322 ,Microbiology ,  ,  ,67,29,38,0,32,3,2,4,1,25,0,14,53,10KS0322PHD
120095 ,KV ,958 ,MA ,0302 ,Slavic Languages & Literature ,  ,  ,2,1,1,0,2,0,0,0,0,0,0,0,2,10KS0302MA
120095 ,KV ,958 ,PHD ,0302 ,Slavic Languages & Literature ,  ,  ,1,0,1,0,0,1,0,0,0,0,0,0,1,10KS0302PHD
120095 ,KV ,985 ,BALAS ,0304 ,French ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KV0304BALA
120095 ,KV ,985 ,BALAS ,0304 ,French ,3875 ,French Commercial Studies ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KV3875BALA
120095 ,KV ,985 ,BALAS ,0304 ,French ,3876 ,French Studies ,4,0,4,0,4,0,0,0,0,0,0,4,0,10KV3876BALA
120095 ,KV ,985 ,MA ,0304 ,French ,  ,  ,6,2,4,0,5,1,0,0,0,0,0,4,2,10KS0304MA
120095 ,KV ,985 ,PHD ,0304 ,French ,  ,  ,5,3,2,0,3,0,0,0,0,1,1,2,3,10KS0304PHD
120095 ,KV ,  ,  ,  ,Liberal Arts & Sci ,  ,***College total*** ,3511,1877,1629,5,1746,459,390,262,14,554,86,2241,1270, 
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
120095 ,KW ,  ,  ,  ,General Studies ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120095 ,KW ,605 ,NONE ,5083 ,Undeclared ,  ,  ,148,94,54,0,63,20,34,14,0,11,6,113,35,10KW5083NONE
120095 ,KW ,  ,  ,  ,General Studies ,  ,***College total*** ,148,94,54,0,63,20,34,14,0,11,6,113,35, 
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
120095 ,KY ,  ,  ,  ,Applied Health Sci ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120095 ,KY ,581 ,BS ,0349 ,Community Health ,  ,  ,14,6,8,0,3,1,8,2,0,0,0,12,2,10KY0349BS
120095 ,KY ,581 ,BS ,0349 ,Community Health ,0473 ,Health Education ,33,3,30,0,17,2,9,4,0,1,0,32,1,10KY0473BS
120095 ,KY ,581 ,BS ,0349 ,Community Health ,0474 ,Health Planning & Admin ,65,19,46,0,29,11,21,4,0,0,0,59,6,10KY0474BS
120095 ,KY ,581 ,BS ,0349 ,Community Health ,0495 ,Rehab & Disability Studies ,12,3,9,0,7,1,1,1,1,0,1,12,0,10KY0495BS
120095 ,KY ,581 ,BS ,0351 ,Kinesiology ,  ,  ,99,47,52,0,73,4,9,7,1,3,2,84,15,10KY0351BS
120095 ,KY ,581 ,BS ,0351 ,Kinesiology ,0494 ,Athletic Training ,1,0,1,0,0,1,0,0,0,0,0,1,0,10KY0494BS
120095 ,KY ,581 ,BS ,0351 ,Kinesiology ,4049 ,Teacher Education K-12 ,7,5,2,0,5,0,0,2,0,0,0,7,0,10KY4049BS
120095 ,KY ,581 ,BS ,5185 ,Athletic Training ,  ,  ,3,1,2,0,1,1,1,0,0,0,0,3,0,10KY5185BS
120095 ,KY ,581 ,MS ,0349 ,Community Health ,  ,  ,3,1,2,0,1,1,1,0,0,0,0,3,0,10KS0349MS
120095 ,KY ,581 ,MS ,0350 ,Rehabilitation ,  ,  ,2,0,2,0,1,0,0,0,1,0,0,2,0,10KS0350MS
120095 ,KY ,581 ,MS ,0351 ,Kinesiology ,  ,  ,10,3,7,0,8,0,1,0,0,1,0,5,5,10KS0351MS
120095 ,KY ,581 ,MSPH ,0349 ,Community Health ,  ,  ,2,0,2,0,1,0,1,0,0,0,0,2,0,10KS0349MSPH
120095 ,KY ,581 ,PHD ,0349 ,Community Health ,  ,  ,9,2,7,0,5,1,0,1,0,1,1,3,6,10KS0349PHD
120095 ,KY ,581 ,PHD ,0351 ,Kinesiology ,  ,  ,17,8,9,0,11,1,4,0,0,1,0,9,8,10KS0351PHD
120095 ,KY ,679 ,AUD ,1053 ,Audiology ,  ,  ,15,3,12,0,14,0,1,0,0,0,0,12,3,10KS1053AUD
120095 ,KY ,679 ,BS ,0354 ,Speech & Hearing Science ,  ,  ,10,1,9,0,8,0,0,2,0,0,0,9,1,10KY0354BS
120095 ,KY ,679 ,BS ,0354 ,Speech & Hearing Science ,4067 ,Audiology ,2,0,2,0,1,0,1,0,0,0,0,2,0,10KY4067BS
120095 ,KY ,679 ,BS ,0354 ,Speech & Hearing Science ,4068 ,Speech-Language Pathology ,12,1,11,0,10,0,1,1,0,0,0,12,0,10KY4068BS
120095 ,KY ,679 ,MA ,0354 ,Speech & Hearing Science ,  ,  ,63,2,61,0,58,2,0,0,0,1,2,49,14,10KS0354MA
120095 ,KY ,679 ,PHD ,0354 ,Speech & Hearing Science ,  ,  ,7,1,6,0,5,0,1,0,0,1,0,4,3,10KS0354PHD
120095 ,KY ,682 ,NDEG ,0067 ,Nondegree ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,1,0,10KY0067NDEG
120095 ,KY ,714 ,BS ,0353 ,Leisure Studies ,0471 ,Sports Management ,1,1,0,0,1,0,0,0,0,0,0,1,0,10KY0471BS
120095 ,KY ,714 ,BS ,4043 ,"Recreation, Sport, and Tourism ",  ,  ,9,6,3,0,3,0,6,0,0,0,0,4,5,10KY4043BS
120095 ,KY ,714 ,BS ,4043 ,"Recreation, Sport, and Tourism ",4044 ,Recreation Management ,11,9,2,0,4,1,5,1,0,0,0,9,2,10KY4044BS
120095 ,KY ,714 ,BS ,4043 ,"Recreation, Sport, and Tourism ",4045 ,Tourism Management ,12,4,8,0,10,0,2,0,0,0,0,11,1,10KY4045BS
120095 ,KY ,714 ,BS ,4043 ,"Recreation, Sport, and Tourism ",4046 ,Sports Management ,52,36,15,1,32,1,12,4,0,1,2,40,12,10KY4046BS
120095 ,KY ,714 ,MS ,4043 ,"Recreation, Sport, and Tourism ",  ,  ,5,5,0,0,4,0,1,0,0,0,0,5,0,10KS4043MS
120095 ,KY ,714 ,PHD ,4043 ,"Recreation, Sport, and Tourism ",  ,  ,13,2,11,0,5,0,2,1,0,5,0,4,9,10KS4043PHD
120095 ,KY ,  ,  ,  ,Applied Health Sci ,  ,***College total*** ,490,169,320,1,318,28,88,30,3,15,8,397,93, 
 ,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,,,,,
120095 ,LC ,  ,  ,  ,Veterinary Medicine ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
120095 ,LC ,282 ,MS ,0361 ,VMS - Veterinary Pathobiology ,  ,  ,3,0,3,0,1,2,0,0,0,0,0,3,0,10KS0361MS
120095 ,LC ,282 ,PHD ,0361 ,VMS - Veterinary Pathobiology ,  ,  ,11,5,6,0,7,0,1,1,0,2,0,4,7,10KS0361PHD
120095 ,LC ,444 ,DVM ,0480 ,Veterinary Medicine ,  ,  ,107,23,84,0,68,8,0,0,1,1,29,86,21,10LC0480DVM
120095 ,LC ,598 ,MS ,0359 ,VMS-Veterinary Clinical Medcne ,  ,  ,3,0,3,0,0,0,0,1,0,2,0,1,2,10KS0359MS
120095 ,LC ,598 ,PHD ,0359 ,VMS-Veterinary Clinical Medcne ,  ,  ,2,1,1,0,0,0,0,0,0,2,0,0,2,10KS0359PHD
